customer_id,Recency,Frequency,Monetary,Cluster,Segment
27049432,326,2,2674.5,1,At Risk Customers
27304727,364,1,2794.83,1,At Risk Customers
27304827,142,3,2739.86,3,Loyal Customers
27336589,122,3,4294.32,3,Loyal Customers
27381533,396,1,1395.06,1,At Risk Customers
27416314,564,1,951.43,1,At Risk Customers
27504517,167,3,2552.67,3,Loyal Customers
27513158,308,3,2792.26,3,Loyal Customers
27604184,85,5,1939.79,3,Loyal Customers
27620326,281,2,1360.3600000000001,1,At Risk Customers
27692428,25,2,295.3,2,Regular Customers
27694927,356,1,181.12,1,At Risk Customers
27698051,16,4,2772.7799999999997,3,Loyal Customers
27709218,75,4,6703.75,0,Premium Customers
27727819,415,2,1524.96,1,At Risk Customers
27746432,450,1,1061.7,1,At Risk Customers
27824078,131,1,801.84,2,Regular Customers
27878182,11,2,1105.18,2,Regular Customers
27955158,561,1,509.64,1,At Risk Customers
27971619,162,2,1054.07,2,Regular Customers
28111842,145,2,715.99,2,Regular Customers
28173165,566,1,197.39,1,At Risk Customers
28205701,99,2,2638.74,3,Loyal Customers
28221067,208,1,2360.55,2,Regular Customers
28277304,75,1,712.86,2,Regular Customers
28280172,45,1,1232.9,2,Regular Customers
28286754,200,3,1132.0900000000001,3,Loyal Customers
28289030,385,1,2607.66,1,At Risk Customers
28350645,182,2,1916.35,2,Regular Customers
28394354,172,3,6585.24,0,Premium Customers
28413467,161,1,499.26,2,Regular Customers
28428852,177,3,2180.0099999999998,3,Loyal Customers
28458746,318,2,757.3,1,At Risk Customers
28499191,146,2,1236.93,2,Regular Customers
28603182,133,2,830.71,2,Regular Customers
28663279,170,5,4817.49,0,Premium Customers
28876580,91,1,2476.38,2,Regular Customers
28991365,20,2,641.86,2,Regular Customers
28995786,140,3,2508.87,3,Loyal Customers
29095552,120,4,2962.39,3,Loyal Customers
29265216,443,1,1296.0,1,At Risk Customers
29272253,43,4,4149.99,0,Premium Customers
29324437,256,4,2818.02,3,Loyal Customers
29361038,236,1,254.32,2,Regular Customers
29415527,144,3,963.4399999999999,3,Loyal Customers
29431960,446,1,489.09000000000003,1,At Risk Customers
29451600,20,4,2992.0,3,Loyal Customers
29525287,15,3,2420.35,3,Loyal Customers
29562072,3,4,6386.57,0,Premium Customers
29562254,46,4,3935.5,0,Premium Customers
29584848,109,4,8245.77,0,Premium Customers
29600229,290,1,799.46,1,At Risk Customers
29653387,23,3,763.03,2,Regular Customers
29664214,425,1,305.1,1,At Risk Customers
29689766,201,4,5989.3099999999995,0,Premium Customers
29858395,348,1,1247.25,1,At Risk Customers
29902416,179,3,1523.81,3,Loyal Customers
29941225,590,1,145.64999999999998,1,At Risk Customers
29973346,96,5,5906.5199999999995,0,Premium Customers
30029998,416,1,490.65000000000003,1,At Risk Customers
30042971,35,2,2721.12,3,Loyal Customers
30065862,41,3,5115.15,0,Premium Customers
30188374,165,4,4668.719999999999,0,Premium Customers
30192942,88,3,790.59,2,Regular Customers
30265929,178,1,381.24,2,Regular Customers
30285217,393,3,4159.87,3,Loyal Customers
30317733,12,5,5136.700000000001,0,Premium Customers
30367559,58,1,117.18,2,Regular Customers
30373140,320,3,3040.0699999999997,3,Loyal Customers
30447453,105,4,4354.75,0,Premium Customers
30455484,151,3,1802.3600000000001,3,Loyal Customers
30468930,471,1,551.28,1,At Risk Customers
30643619,74,3,3019.13,3,Loyal Customers
30755306,173,1,1317.72,2,Regular Customers
30788486,172,2,259.93,2,Regular Customers
30823988,27,6,7225.96,0,Premium Customers
30891209,212,1,594.45,2,Regular Customers
30979436,23,2,1985.52,2,Regular Customers
31000129,105,2,856.87,2,Regular Customers
31026200,43,3,4112.29,3,Loyal Customers
31076002,68,3,1630.52,3,Loyal Customers
31084686,48,2,2196.33,2,Regular Customers
31156674,119,4,4118.89,0,Premium Customers
31233120,60,2,552.79,2,Regular Customers
31324823,124,2,3788.4700000000003,3,Loyal Customers
31328762,320,2,740.1,1,At Risk Customers
31371112,186,2,1305.28,2,Regular Customers
31384626,462,1,831.43,1,At Risk Customers
31389750,365,2,2293.58,1,At Risk Customers
31410886,223,1,288.38,2,Regular Customers
31456752,207,5,4166.74,0,Premium Customers
31527100,513,1,309.62,1,At Risk Customers
31537100,165,2,2771.7799999999997,3,Loyal Customers
31576845,252,3,3790.91,3,Loyal Customers
31582950,113,3,2406.07,3,Loyal Customers
31619915,322,1,1531.52,1,At Risk Customers
31622158,106,1,975.24,2,Regular Customers
31681710,161,4,2283.98,3,Loyal Customers
31718565,186,3,5768.219999999999,0,Premium Customers
31776996,204,4,1850.1899999999998,3,Loyal Customers
31831843,365,2,3816.7,1,At Risk Customers
31846190,128,2,869.8199999999999,2,Regular Customers
31923338,55,2,1898.56,2,Regular Customers
31940833,252,6,5652.22,0,Premium Customers
31978160,210,1,215.65,2,Regular Customers
31981068,76,1,205.46999999999997,2,Regular Customers
32003512,93,2,2883.21,3,Loyal Customers
32006907,28,1,1112.7,2,Regular Customers
32019725,66,3,3110.45,3,Loyal Customers
32054313,20,4,3551.33,3,Loyal Customers
32203588,12,2,414.47,2,Regular Customers
32293017,102,5,2855.2000000000003,0,Premium Customers
32426778,56,1,81.4,2,Regular Customers
32500305,271,2,1841.7,2,Regular Customers
32527479,85,4,3245.76,3,Loyal Customers
32540616,303,1,856.89,1,At Risk Customers
32564478,107,1,877.98,2,Regular Customers
32585389,114,2,874.78,2,Regular Customers
32595806,299,1,1405.08,1,At Risk Customers
32635818,42,2,2506.29,2,Regular Customers
32656885,124,1,101.28,2,Regular Customers
32797235,11,4,3862.67,0,Premium Customers
32809328,93,2,2352.0000000000005,2,Regular Customers
32830199,7,4,4147.93,0,Premium Customers
32868927,103,1,963.26,2,Regular Customers
32929817,71,2,3303.48,3,Loyal Customers
32987624,55,4,4953.73,0,Premium Customers
33034249,404,2,3385.84,1,At Risk Customers
33280073,445,1,240.75,1,At Risk Customers
33295496,41,1,2026.38,2,Regular Customers
33331259,147,4,9403.77,0,Premium Customers
33370343,464,1,1061.7,1,At Risk Customers
33472376,76,2,207.13,2,Regular Customers
33481252,463,4,4302.53,3,Loyal Customers
33544355,311,2,1915.94,1,At Risk Customers
33608451,508,1,1774.96,1,At Risk Customers
33617546,58,1,321.28,2,Regular Customers
33651554,38,2,1395.4099999999999,2,Regular Customers
33658749,262,2,2358.19,3,Loyal Customers
33675108,23,4,2421.18,3,Loyal Customers
33685414,402,2,3827.78,1,At Risk Customers
33706378,189,2,2976.65,3,Loyal Customers
33741801,20,3,3327.3399999999997,3,Loyal Customers
33871107,156,3,1931.3000000000002,3,Loyal Customers
33998721,135,1,2297.2799999999997,2,Regular Customers
34074184,324,1,378.94,1,At Risk Customers
34095555,281,4,5881.87,0,Premium Customers
34156884,427,2,3092.97,1,At Risk Customers
34237583,81,3,2279.25,3,Loyal Customers
34281470,142,3,2818.78,3,Loyal Customers
34381941,432,1,1323.6,1,At Risk Customers
34425723,101,1,671.68,2,Regular Customers
34526442,18,1,68.49,2,Regular Customers
34526570,394,2,469.47,1,At Risk Customers
34567918,2,3,3117.2000000000003,3,Loyal Customers
34580200,543,1,976.55,1,At Risk Customers
34588087,376,2,2730.48,1,At Risk Customers
34655710,94,3,2158.5499999999997,3,Loyal Customers
34668988,39,4,9160.73,0,Premium Customers
34697768,530,1,1562.16,1,At Risk Customers
34713143,429,1,316.02,1,At Risk Customers
34755436,162,3,3626.28,3,Loyal Customers
34761418,398,1,261.9,1,At Risk Customers
34768050,187,2,1208.93,2,Regular Customers
34787383,116,4,4183.19,0,Premium Customers
34835738,89,3,2447.9,3,Loyal Customers
34839913,117,3,2394.24,3,Loyal Customers
34853377,79,3,1526.72,3,Loyal Customers
34897081,156,2,1474.6100000000001,2,Regular Customers
35049420,120,1,622.81,2,Regular Customers
35133191,235,1,675.63,2,Regular Customers
35144658,483,1,397.55,1,At Risk Customers
35156679,145,3,2481.41,3,Loyal Customers
35237846,170,1,247.48,2,Regular Customers
35278126,470,2,2301.3799999999997,1,At Risk Customers
35302195,56,2,839.02,2,Regular Customers
35349582,116,2,2083.53,2,Regular Customers
35358395,91,3,1354.82,3,Loyal Customers
35402531,67,2,2087.2200000000003,2,Regular Customers
35434373,317,3,2282.17,3,Loyal Customers
35435896,196,1,254.32,2,Regular Customers
35455991,402,2,478.99,1,At Risk Customers
35459748,17,3,2385.75,3,Loyal Customers
35554129,90,2,2222.28,2,Regular Customers
35690581,213,2,288.99,2,Regular Customers
35705377,268,3,6606.0599999999995,0,Premium Customers
35782051,36,2,1164.08,2,Regular Customers
35812567,253,1,1648.41,2,Regular Customers
35826539,409,3,2127.4,1,At Risk Customers
35885052,41,2,2079.38,2,Regular Customers
35912599,29,4,4354.87,0,Premium Customers
35988028,283,4,1641.35,3,Loyal Customers
36142455,45,3,4013.2300000000005,3,Loyal Customers
36146306,40,3,2388.54,3,Loyal Customers
36400756,131,3,1836.94,3,Loyal Customers
36428139,596,2,1190.43,1,At Risk Customers
36462363,305,1,422.5,1,At Risk Customers
36517334,315,2,978.97,1,At Risk Customers
36578947,4,2,1681.77,2,Regular Customers
36587003,494,1,288.27,1,At Risk Customers
36675827,215,2,1253.99,2,Regular Customers
36737539,185,4,4410.29,0,Premium Customers
36774480,142,2,2254.3500000000004,2,Regular Customers
36833857,51,4,4398.13,0,Premium Customers
36885115,476,1,211.25,1,At Risk Customers
36998375,147,2,3374.21,3,Loyal Customers
37054866,153,1,426.72,2,Regular Customers
37095171,48,3,4050.68,3,Loyal Customers
37227953,4,1,260.02,2,Regular Customers
37245065,56,2,2224.73,2,Regular Customers
37288781,277,1,43.05,1,At Risk Customers
37309023,17,3,4428.01,3,Loyal Customers
37362180,220,2,821.1700000000001,2,Regular Customers
37551429,156,2,2305.02,2,Regular Customers
37556526,207,4,4372.59,0,Premium Customers
37633848,313,1,910.44,1,At Risk Customers
37691544,54,4,6087.150000000001,0,Premium Customers
37702698,172,2,2887.69,3,Loyal Customers
37759707,17,3,4278.08,3,Loyal Customers
37802267,385,1,2026.38,1,At Risk Customers
37904682,517,1,1343.1,1,At Risk Customers
37915052,438,1,244.04999999999998,1,At Risk Customers
37926207,344,1,936.98,1,At Risk Customers
37947202,244,5,8869.869999999999,0,Premium Customers
38133873,123,2,3018.2799999999997,3,Loyal Customers
38244021,225,1,326.06,2,Regular Customers
38327793,167,2,601.6800000000001,2,Regular Customers
38420886,70,6,6206.360000000001,0,Premium Customers
38478423,130,2,2377.4100000000003,2,Regular Customers
38496400,10,2,2452.33,2,Regular Customers
38568692,357,1,709.04,1,At Risk Customers
38613295,254,1,1458.84,2,Regular Customers
38613642,187,3,1449.0,3,Loyal Customers
38615653,11,2,1102.49,2,Regular Customers
38671747,358,2,2117.82,1,At Risk Customers
38694209,402,1,1879.1,1,At Risk Customers
38709137,294,1,878.48,1,At Risk Customers
38728779,251,2,3504.2300000000005,3,Loyal Customers
38780509,24,1,697.53,2,Regular Customers
38808614,273,2,1609.12,2,Regular Customers
38875754,153,4,4730.35,0,Premium Customers
38902193,217,4,5495.04,0,Premium Customers
38902882,65,3,3952.4000000000005,3,Loyal Customers
38969732,44,4,1708.9,3,Loyal Customers
39042103,100,3,6498.75,0,Premium Customers
39093069,95,3,3155.65,3,Loyal Customers
39140039,82,2,875.74,2,Regular Customers
39150258,12,1,374.68,2,Regular Customers
39153585,100,3,3222.99,3,Loyal Customers
39301587,157,1,291.12,2,Regular Customers
39317905,117,2,2562.91,3,Loyal Customers
39418109,177,2,1194.8400000000001,2,Regular Customers
39423691,376,1,97.04,1,At Risk Customers
39645619,152,1,343.56,2,Regular Customers
39674723,175,3,803.56,2,Regular Customers
39717448,157,2,997.75,2,Regular Customers
39957741,61,2,236.09,2,Regular Customers
39959491,43,1,1973.3999999999999,2,Regular Customers
39976965,140,2,1291.02,2,Regular Customers
39999278,374,1,795.1,1,At Risk Customers
40055711,146,3,4774.37,3,Loyal Customers
40085705,286,2,2355.13,1,At Risk Customers
40117357,120,1,878.07,2,Regular Customers
40192266,256,3,2647.52,3,Loyal Customers
40256341,278,1,432.39,1,At Risk Customers
40275138,22,3,2449.63,3,Loyal Customers
40277444,185,3,2117.9800000000005,3,Loyal Customers
40305293,148,3,2078.25,3,Loyal Customers
40387944,251,2,3412.76,3,Loyal Customers
40392019,274,4,3734.6400000000003,3,Loyal Customers
40419593,32,1,166.42,2,Regular Customers
40434527,187,2,2321.9199999999996,2,Regular Customers
40563029,560,2,2888.9,1,At Risk Customers
40587811,4,3,3851.09,3,Loyal Customers
40593638,199,2,3221.35,3,Loyal Customers
40626729,21,1,726.41,2,Regular Customers
40643232,160,2,3150.29,3,Loyal Customers
40667183,48,1,2633.94,2,Regular Customers
40692378,515,1,58.59,1,At Risk Customers
40703374,365,4,7239.780000000001,0,Premium Customers
40727086,87,4,3717.92,3,Loyal Customers
40841791,135,2,2309.51,2,Regular Customers
40858753,93,2,2232.2000000000003,2,Regular Customers
40871915,403,2,1156.3600000000001,1,At Risk Customers
40986000,364,1,709.08,1,At Risk Customers
41008070,85,3,3283.08,3,Loyal Customers
41073776,281,2,4819.709999999999,3,Loyal Customers
41146001,336,2,1122.63,1,At Risk Customers
41155125,140,4,3318.7,3,Loyal Customers
41164215,141,4,3677.57,3,Loyal Customers
41168392,26,2,1828.98,2,Regular Customers
41181125,5,2,1535.26,2,Regular Customers
41194825,421,3,3684.36,3,Loyal Customers
41261495,56,2,1548.0,2,Regular Customers
41395224,288,1,2478.63,1,At Risk Customers
41439103,267,1,2877.0299999999997,1,At Risk Customers
41494517,403,2,1982.21,1,At Risk Customers
41494867,278,2,1624.7,1,At Risk Customers
41612464,72,1,343.56,2,Regular Customers
41640262,131,6,4825.71,0,Premium Customers
41647393,79,3,3472.7799999999997,3,Loyal Customers
41811800,167,2,3033.5,3,Loyal Customers
41874489,182,3,2553.36,3,Loyal Customers
41878908,359,4,4132.3,3,Loyal Customers
41972994,267,2,2140.31,2,Regular Customers
42012717,118,4,2401.29,3,Loyal Customers
42102289,6,3,2448.62,3,Loyal Customers
42208242,9,4,6675.09,0,Premium Customers
42227189,245,2,5323.98,3,Loyal Customers
42262168,55,3,2264.2,3,Loyal Customers
42272393,263,1,896.32,2,Regular Customers
42366724,28,4,2606.83,3,Loyal Customers
42432226,82,2,1314.75,2,Regular Customers
42465414,107,2,1748.28,2,Regular Customers
42514124,281,3,5228.45,3,Loyal Customers
42589311,197,2,1930.69,2,Regular Customers
42615134,386,1,2662.44,1,At Risk Customers
42723554,159,5,4689.29,0,Premium Customers
42781544,112,2,2555.9399999999996,3,Loyal Customers
42872865,9,1,475.04,2,Regular Customers
42989999,21,3,5055.28,0,Premium Customers
43034188,38,2,5063.460000000001,3,Loyal Customers
43052303,21,4,2828.65,3,Loyal Customers
43066953,349,1,856.89,1,At Risk Customers
43243913,398,1,231.32999999999998,1,At Risk Customers
43256928,162,3,1355.8799999999999,3,Loyal Customers
43295656,2,4,5150.8,0,Premium Customers
43307488,183,1,1765.02,2,Regular Customers
43367112,270,3,3786.45,3,Loyal Customers
43377076,106,2,2815.48,3,Loyal Customers
43431724,373,2,1463.3400000000001,1,At Risk Customers
43459807,346,1,1425.1200000000001,1,At Risk Customers
43518622,157,2,1080.94,2,Regular Customers
43519553,161,1,1902.54,2,Regular Customers
43599910,5,3,4146.11,3,Loyal Customers
43784632,77,3,1290.29,3,Loyal Customers
43799224,13,2,2043.55,2,Regular Customers
43860025,394,2,2164.35,1,At Risk Customers
43980719,88,1,1669.0500000000002,2,Regular Customers
43990799,22,3,1423.3500000000001,3,Loyal Customers
44030130,14,3,3342.12,3,Loyal Customers
44050697,235,3,4703.91,3,Loyal Customers
44139071,302,2,1566.14,1,At Risk Customers
44149982,116,4,2666.09,3,Loyal Customers
44174426,515,1,53.49,1,At Risk Customers
44198187,444,1,831.1,1,At Risk Customers
44223796,35,4,1532.5,3,Loyal Customers
44269569,48,3,4513.92,3,Loyal Customers
44409533,122,4,2375.16,3,Loyal Customers
44410149,171,6,8067.66,0,Premium Customers
44477365,186,2,2928.99,3,Loyal Customers
44557943,425,2,1784.49,1,At Risk Customers
44562310,394,3,3445.87,3,Loyal Customers
44589829,114,4,4467.56,0,Premium Customers
44723662,441,2,2898.07,1,At Risk Customers
44776601,136,2,983.6899999999999,2,Regular Customers
44828791,89,4,3118.06,3,Loyal Customers
44859592,103,1,22.04,2,Regular Customers
44888581,38,2,1195.27,2,Regular Customers
44928499,475,2,2102.11,1,At Risk Customers
45028365,313,2,2453.1,1,At Risk Customers
45033270,84,1,1959.98,2,Regular Customers
45052594,165,3,1418.82,3,Loyal Customers
45066676,34,3,2370.13,3,Loyal Customers
45071436,275,2,1378.01,1,At Risk Customers
45166203,186,4,3229.32,3,Loyal Customers
45314389,34,2,2229.6800000000003,2,Regular Customers
45323391,121,3,1922.9,3,Loyal Customers
45383958,255,1,317.8,2,Regular Customers
45477575,43,5,5106.6,0,Premium Customers
45481936,81,2,522.93,2,Regular Customers
45546750,269,1,657.8,2,Regular Customers
45586151,149,3,1179.88,3,Loyal Customers
45659330,239,3,1605.9700000000003,3,Loyal Customers
45700473,299,3,4716.87,3,Loyal Customers
45700739,214,2,150.89999999999998,2,Regular Customers
45708879,21,3,4452.389999999999,3,Loyal Customers
45804389,118,3,4753.06,3,Loyal Customers
45868300,151,3,1757.9299999999998,3,Loyal Customers
46023497,142,1,953.46,2,Regular Customers
46088132,253,1,834.78,2,Regular Customers
46185579,23,4,3284.1899999999996,3,Loyal Customers
46208150,140,4,4905.6900000000005,0,Premium Customers
46313756,194,3,3564.39,3,Loyal Customers
46378942,408,1,856.89,1,At Risk Customers
46504355,339,5,7227.630000000001,0,Premium Customers
46515922,10,1,2633.67,2,Regular Customers
46563355,37,2,1158.3799999999999,2,Regular Customers
46564935,328,1,2127.2400000000002,1,At Risk Customers
46615831,267,3,2566.29,3,Loyal Customers
46623192,132,6,5180.98,0,Premium Customers
46629917,221,3,3341.8300000000004,3,Loyal Customers
46675763,345,2,713.69,1,At Risk Customers
46682777,485,1,359.98,1,At Risk Customers
46684081,268,1,1249.9499999999998,1,At Risk Customers
46686696,19,3,1935.5,3,Loyal Customers
46699982,322,4,6436.32,0,Premium Customers
46717997,29,3,3052.58,3,Loyal Customers
46741896,25,4,4767.67,0,Premium Customers
46802633,16,2,1276.57,2,Regular Customers
46828932,538,1,1101.24,1,At Risk Customers
46836361,30,2,3640.37,3,Loyal Customers
46848302,537,2,3513.39,1,At Risk Customers
46875863,32,4,3050.21,3,Loyal Customers
46876240,72,3,2717.7999999999997,3,Loyal Customers
46885873,176,2,2555.41,3,Loyal Customers
46989310,72,4,4554.72,0,Premium Customers
47043878,188,2,2446.0699999999997,3,Loyal Customers
47125914,304,2,1108.1100000000001,1,At Risk Customers
47206881,340,3,2464.84,3,Loyal Customers
47215976,105,3,3038.71,3,Loyal Customers
47274329,297,4,3522.7000000000007,3,Loyal Customers
47295676,334,2,846.0799999999999,1,At Risk Customers
47387512,401,1,461.16,1,At Risk Customers
47503133,235,3,1264.8500000000001,3,Loyal Customers
47515046,514,2,5399.91,1,At Risk Customers
47577193,69,3,3652.6,3,Loyal Customers
47590944,126,3,322.9,2,Regular Customers
47618810,423,2,1178.42,1,At Risk Customers
47625855,20,6,7891.08,0,Premium Customers
47822591,555,1,1851.3,1,At Risk Customers
47939657,29,2,553.72,2,Regular Customers
47955004,282,3,5101.33,3,Loyal Customers
47990044,180,1,651.93,2,Regular Customers
48002829,109,2,2515.15,3,Loyal Customers
48033969,118,2,454.49,2,Regular Customers
48150243,158,2,755.88,2,Regular Customers
48158494,541,2,1875.0900000000001,1,At Risk Customers
48160359,320,2,1106.06,1,At Risk Customers
48167795,62,2,1790.1599999999999,2,Regular Customers
48228547,179,4,5960.07,0,Premium Customers
48268435,45,2,2362.39,2,Regular Customers
48281892,130,4,4698.58,0,Premium Customers
48284116,350,2,2267.42,1,At Risk Customers
48358028,82,3,3512.63,3,Loyal Customers
48409448,168,2,4568.41,3,Loyal Customers
48418662,20,4,3872.4100000000003,0,Premium Customers
48481702,80,1,168.4,2,Regular Customers
48511124,204,2,2680.58,3,Loyal Customers
48554440,137,3,4002.54,3,Loyal Customers
48716374,322,2,2795.54,1,At Risk Customers
48730063,331,2,3030.2599999999998,1,At Risk Customers
48765625,125,1,1813.08,2,Regular Customers
48776805,29,3,6286.349999999999,0,Premium Customers
48778633,394,3,2721.23,1,At Risk Customers
48943848,310,2,353.78,1,At Risk Customers
49050014,220,2,2707.38,3,Loyal Customers
49117070,70,1,1863.22,2,Regular Customers
49136375,31,4,5348.91,0,Premium Customers
49147776,74,3,3090.9399999999996,3,Loyal Customers
49152878,112,4,5368.82,0,Premium Customers
49241309,246,2,1699.49,2,Regular Customers
49258916,572,1,659.58,1,At Risk Customers
49260858,552,1,690.08,1,At Risk Customers
49371494,320,2,758.24,1,At Risk Customers
49433260,111,5,3290.879999999999,0,Premium Customers
49449238,143,2,541.49,2,Regular Customers
49457685,235,1,680.72,2,Regular Customers
49529811,235,4,4668.530000000001,0,Premium Customers
49617531,484,2,787.55,1,At Risk Customers
49617892,18,3,2926.65,3,Loyal Customers
49756591,255,3,1713.79,3,Loyal Customers
49769532,331,1,197.39,1,At Risk Customers
49795571,3,3,2652.33,3,Loyal Customers
49806393,246,4,3476.9300000000003,3,Loyal Customers
49833888,379,1,878.8,1,At Risk Customers
49869358,151,1,1350.92,2,Regular Customers
49881540,352,2,4844.49,3,Loyal Customers
49915498,291,1,2823.57,1,At Risk Customers
49970560,52,3,4261.75,3,Loyal Customers
49985597,50,2,2449.3199999999997,2,Regular Customers
50015282,52,2,177.36,2,Regular Customers
50045027,397,1,1724.56,1,At Risk Customers
50080663,70,3,3330.0299999999997,3,Loyal Customers
50105174,523,2,1425.0800000000002,1,At Risk Customers
50229203,12,2,1697.6599999999999,2,Regular Customers
50392139,335,1,988.34,1,At Risk Customers
50484778,421,1,80.25,1,At Risk Customers
50518311,297,2,1839.7600000000002,1,At Risk Customers
50527764,542,1,785.67,1,At Risk Customers
50557979,126,4,4091.5,0,Premium Customers
50572914,562,2,3339.2200000000003,1,At Risk Customers
50630016,135,2,1403.13,2,Regular Customers
50632192,229,3,3463.98,3,Loyal Customers
50650215,432,1,659.58,1,At Risk Customers
50652909,380,1,2174.52,1,At Risk Customers
50680889,239,1,225.21,2,Regular Customers
50760752,142,2,3741.0299999999997,3,Loyal Customers
50781611,117,3,1233.84,3,Loyal Customers
50899600,110,4,2039.79,3,Loyal Customers
50953418,423,2,3516.45,1,At Risk Customers
50968312,236,3,1833.86,3,Loyal Customers
51014003,385,2,2519.78,1,At Risk Customers
51034600,64,2,2186.9700000000003,2,Regular Customers
51040116,330,1,975.24,1,At Risk Customers
51048402,234,2,804.98,2,Regular Customers
51119088,153,4,2313.49,3,Loyal Customers
51174875,17,2,1662.26,2,Regular Customers
51341672,38,3,1971.6,3,Loyal Customers
51387106,102,1,39.75,2,Regular Customers
51476157,1,4,6690.860000000001,0,Premium Customers
51503088,333,3,3616.13,3,Loyal Customers
51544662,258,2,857.76,2,Regular Customers
51547198,202,1,2357.0099999999998,2,Regular Customers
51556553,175,1,976.55,2,Regular Customers
51557673,203,1,890.96,2,Regular Customers
51592174,311,3,2339.13,3,Loyal Customers
51661209,17,5,3879.21,0,Premium Customers
51669263,244,3,4459.66,3,Loyal Customers
51670882,163,5,6662.05,0,Premium Customers
51812283,353,1,342.94,1,At Risk Customers
51833636,307,2,668.79,1,At Risk Customers
51872499,98,2,1366.7199999999998,2,Regular Customers
51945420,223,2,2365.49,2,Regular Customers
51994597,3,2,3007.42,3,Loyal Customers
52001314,318,2,1608.12,1,At Risk Customers
52032226,185,2,2896.67,3,Loyal Customers
52048413,227,1,928.86,2,Regular Customers
52075070,87,2,1105.5,2,Regular Customers
52085702,12,4,2899.45,3,Loyal Customers
52215833,246,2,1312.98,2,Regular Customers
52279849,483,1,327.09000000000003,1,At Risk Customers
52337289,595,1,672.73,1,At Risk Customers
52409516,14,4,1458.34,3,Loyal Customers
52417972,136,3,852.51,2,Regular Customers
52428250,33,3,4807.96,3,Loyal Customers
52613657,63,2,3735.45,3,Loyal Customers
52672659,209,1,932.61,2,Regular Customers
52678787,15,1,642.56,2,Regular Customers
52757321,43,4,5518.379999999999,0,Premium Customers
52770036,294,3,1538.9299999999998,3,Loyal Customers
52815265,595,1,237.62,1,At Risk Customers
52862822,268,1,2818.6499999999996,1,At Risk Customers
52913011,72,2,2694.35,3,Loyal Customers
52915166,306,1,635.64,1,At Risk Customers
53025962,10,2,2596.79,3,Loyal Customers
53076417,360,2,1123.6599999999999,1,At Risk Customers
53100521,170,1,87.3,2,Regular Customers
53292177,324,3,3673.45,3,Loyal Customers
53299455,82,3,3948.74,3,Loyal Customers
53332493,59,3,616.6700000000001,2,Regular Customers
53354003,152,2,3433.14,3,Loyal Customers
53392567,398,2,1173.96,1,At Risk Customers
53399500,64,1,1728.66,2,Regular Customers
53538932,185,2,1464.92,2,Regular Customers
53557741,257,1,1765.02,2,Regular Customers
53624677,48,3,1883.16,3,Loyal Customers
53636086,31,4,4565.23,0,Premium Customers
53640286,35,2,506.02000000000004,2,Regular Customers
53782978,536,1,488.01,1,At Risk Customers
53815931,352,1,1879.1,1,At Risk Customers
53974737,94,2,2401.77,2,Regular Customers
54038173,258,1,863.18,2,Regular Customers
54057428,63,1,874.78,2,Regular Customers
54139038,50,3,4626.79,3,Loyal Customers
54145987,23,3,3174.38,3,Loyal Customers
54216497,418,1,2804.25,1,At Risk Customers
54222320,502,2,3148.26,1,At Risk Customers
54338574,101,2,1265.54,2,Regular Customers
54347213,192,2,1709.46,2,Regular Customers
54375571,423,1,863.18,1,At Risk Customers
54580166,137,3,2720.45,3,Loyal Customers
54619715,313,2,3992.3599999999997,3,Loyal Customers
54680459,371,1,607.67,1,At Risk Customers
54730270,63,4,4092.53,0,Premium Customers
54748429,52,2,1668.1599999999999,2,Regular Customers
54797119,131,3,1494.83,3,Loyal Customers
54799731,395,1,1192.65,1,At Risk Customers
54837637,393,1,1979.76,1,At Risk Customers
54877984,204,2,1706.7399999999998,2,Regular Customers
54885705,246,2,1451.3,2,Regular Customers
54893418,493,2,4131.26,1,At Risk Customers
54923640,3,6,4611.2,0,Premium Customers
54952806,75,3,3794.1399999999994,3,Loyal Customers
55007963,60,1,136.6,2,Regular Customers
55028958,262,3,1880.3400000000001,3,Loyal Customers
55042740,219,3,2903.5,3,Loyal Customers
55056284,236,2,2345.85,2,Regular Customers
55060796,214,3,4518.54,3,Loyal Customers
55094848,192,1,1959.98,2,Regular Customers
55170753,10,2,2253.98,2,Regular Customers
55278329,404,1,1441.9,1,At Risk Customers
55404382,4,2,2938.24,3,Loyal Customers
55425478,44,3,3259.8100000000004,3,Loyal Customers
55472026,49,2,1775.57,2,Regular Customers
55552600,442,1,1690.3500000000001,1,At Risk Customers
55693909,277,3,941.4,3,Loyal Customers
55733729,122,1,2736.87,2,Regular Customers
55803572,297,1,309.0,1,At Risk Customers
55936462,219,1,1553.31,2,Regular Customers
55971849,321,2,506.31,1,At Risk Customers
56195475,66,3,2471.8999999999996,3,Loyal Customers
56248757,68,1,801.81,2,Regular Customers
56250563,466,1,918.58,1,At Risk Customers
56352626,420,1,1648.41,1,At Risk Customers
56441247,304,4,1602.42,3,Loyal Customers
56457995,50,2,680.75,2,Regular Customers
56480776,154,1,136.6,2,Regular Customers
56548063,70,3,2463.21,3,Loyal Customers
56572297,159,3,2253.01,3,Loyal Customers
56604077,69,2,1377.62,2,Regular Customers
56764791,498,1,325.08,1,At Risk Customers
56780331,313,3,5479.4,0,Premium Customers
57063557,441,1,1652.42,1,At Risk Customers
57081917,4,5,3044.95,0,Premium Customers
57102800,94,3,892.15,2,Regular Customers
